number,value,params_alpha,params_colsample_bytree,params_eta,params_gamma,params_lambda,params_max_depth,params_min_child_weight,params_subsample,state
11,0.725694478093637,0.6248291759921243,0.693378857415877,0.06076165873131544,0.24812687899824368,0.1531802101947805,8,49.13538230239931,0.8369993090060779,COMPLETE
12,0.7263876684182918,0.007495849797769732,0.7045301052546397,0.018603171579660734,0.1166619905302794,0.010664327327479411,8,23.64302796392881,0.8566880772987617,COMPLETE
13,0.7268061448099118,0.00013032591001162723,0.6611165546361565,0.02505703852309558,0.5241505660516779,0.9606543991623593,7,24.485333331007322,0.7475640316733063,COMPLETE
14,0.7259723536704857,0.0001146263366009093,0.6476418545511956,0.026363217949324953,0.6689318465675395,1.5144394412330453,6,6.990901343271467,0.7415972342802495,COMPLETE
15,0.7270345495931417,0.0003726504057354785,0.7779191125996567,0.04461239588179139,0.5420192738592128,0.6036250178975199,7,22.90750504097955,0.6662225125541511,COMPLETE
16,0.7264935184494753,0.000455099416897785,0.7654370155854581,0.04597450886667082,0.068158431755637,0.4467330806744186,6,11.55983104280401,0.6308034456760463,COMPLETE
17,0.7208321854303076,0.0004533156484733438,0.788356988264552,0.05921785288430964,0.9098295486440714,0.10584011055150873,2,3.607756543358009,0.667347066991779,COMPLETE
18,0.7262634174727611,0.005449128228021873,0.8452961550834044,0.050712988767763235,4.881462132855359,0.40353201795767757,7,24.705028829752127,0.6799087882493553,COMPLETE
19,0.7257352337158093,0.00032542105619933685,0.8004035069045946,0.09904146457218914,0.1776758438578187,2.715932949567559,4,9.526926756609763,0.7839944835498073,COMPLETE
20,0.7255530839701989,0.000791351786701092,0.8896291411635529,0.03757092324781296,1.3634515975846448,0.28105791709195593,7,17.766083874940737,0.7999180873805938,COMPLETE
21,0.7261318752086142,0.000184852543800783,0.6589045438667185,0.02425843431163279,0.32556719761297404,0.8095024430964124,7,27.294776290561195,0.7546516529555951,COMPLETE
22,0.7268016713305547,0.00024407113957286455,0.6666178888496378,0.015759874881041164,0.5030449466052472,0.6182071520515084,6,30.350079296207618,0.6864730785647175,COMPLETE
23,0.7257244023548738,0.0001720949144410452,0.7329666251599204,0.03164692921141364,0.05466204897139718,2.0229081611602733,8,19.769998163471513,0.6399671475084544,COMPLETE
24,0.7267846785606086,0.0011551419345471462,0.6091932168058348,0.02285016127255113,1.7790092487835145,0.1106496441714688,7,32.97982022726538,0.7731315982166499,COMPLETE
25,0.7250299946447489,0.0033728610267667377,0.6800040638472251,0.030450732366849174,0.4742265651295544,1.3171133143615321,8,8.587063534600357,0.8599947755931545,COMPLETE
26,0.7262380058903656,0.0008440647124314766,0.7446780280075176,0.0157104736130825,0.08898577770102283,3.369017615159805,6,15.251076474897754,0.7036461770330882,COMPLETE
27,0.7266619885802307,0.00025550871367751,0.6361134627514496,0.043328674091082396,0.028754507834345706,0.048077431498039044,7,36.76276759563765,0.8205635022657919,COMPLETE
28,0.7248643859715277,0.00010244735094797193,0.7793349575650598,0.05489741244888831,2.415613503183766,0.5873427085858404,8,20.84845274827258,0.7577374883094555,COMPLETE
29,0.7254561906188316,0.0006245500210959489,0.8209407734008047,0.03406221042773064,1.0579080510189454,0.24511342533257796,6,4.821334591076879,0.6606092937810811,COMPLETE
30,0.7243000552323098,0.00032921470376117795,0.8796369811324729,0.06810279064915989,0.19073838569663157,0.07025429573891945,5,11.636584693941737,0.601883789821577,COMPLETE
31,0.7263465202980962,0.00025709902036894346,0.670293928140761,0.014169594530767276,0.5207251893368396,0.7149270049034306,6,33.77925697163091,0.6980012512398427,COMPLETE
32,0.7263364943234231,0.00018857425570658462,0.6792125308574865,0.017355668364923787,0.5779149587826548,0.4321134570494346,6,28.22282380451666,0.7137268621791049,COMPLETE
33,0.7264102648270191,0.00045955366890536916,0.6242233433169051,0.023252487150906758,0.34016770482373276,1.043809470451559,7,20.34069933115543,0.6911612293168183,COMPLETE
34,0.7264520355010399,0.001233829926620827,0.7267783293815662,0.020621304266830412,0.011767331680507696,0.03371125483110573,7,35.36304866688888,0.6414892081743054,COMPLETE
35,0.7262020321582373,0.0018483820425040365,0.6532106766952528,0.027557507633200886,2.6186959902062754,0.6315794127782322,7,15.535827562220774,0.7261002874356718,COMPLETE
36,0.7266205980430777,0.021782692337726943,0.7101303815348708,0.015306324967610665,1.1065451788468315,1.7094528920067305,6,28.04002764853393,0.6644117832894679,COMPLETE
37,0.7254702824392095,0.00016212093682862862,0.9622383611178279,0.04036015814004126,0.15012148784998422,0.1796247326471134,8,6.785171944600578,0.9798314572874531,COMPLETE
38,0.7257136735956541,0.0007422571467405986,0.6945668932008181,0.02148729347865893,0.046050881768361134,5.396227850081177,5,40.12079263835035,0.7986184813355436,COMPLETE
39,0.7244954021041803,0.0003214041718625012,0.6671876382128442,0.017723711583858565,0.004257529495309935,1.1255833850943986,4,9.694923109427492,0.8805849932390284,COMPLETE
40,0.7268843209489367,0.013411960696067685,0.6316602368464084,0.026147187498478795,0.00010401134907969143,0.02624588152398546,6,49.88194496942832,0.827182271280317,COMPLETE
41,0.7273125225675088,0.012776737592043477,0.6212658144187085,0.02612158961902023,0.00015821607654820154,0.03131037751369785,6,46.57368504395678,0.8339594369967566,COMPLETE
42,0.7269679441709372,0.012378165019767663,0.6001426581528174,0.026473049317299418,0.00010156300829038909,0.024306152044413113,7,49.22921586757129,0.822595894045897,COMPLETE
43,0.7263166486194598,0.0131463262551904,0.6012926086199637,0.03038517647821391,0.00013143269080834034,0.020574601063206986,5,48.45693484021032,0.8320833018065135,COMPLETE
44,0.727089310807659,0.050637001630346366,0.6274295068482371,0.03614248508274942,0.00015519746144913938,0.025626555333118847,8,43.2174016934779,0.8551272962019154,COMPLETE
45,0.7267569346832207,0.046349815136728194,0.6170417628426502,0.035111369910758826,0.00026037846261896513,0.013275676048272785,8,42.22831656847154,0.8520235443346829,COMPLETE
46,0.7270509240817793,0.07988588333514071,0.6398947340620588,0.04668132245871112,0.001180033932545384,0.04741187679753749,8,39.11609102666721,0.9510962591136547,COMPLETE
47,0.7265193599552829,0.116057096449229,0.6413756936493809,0.04523789117068526,0.0014516176052630017,0.04498435822928943,8,41.35391394975959,0.9361971106252565,COMPLETE
48,0.7252808204681856,0.05370233058076519,0.6289589181707579,0.03817416646390929,0.0015566285159194508,0.06507382101503699,8,2.5566054161379395,0.9495828209933914,COMPLETE
49,0.7261413843323399,0.2963434837497557,0.7133790759979715,0.050677133434353046,0.00044847893716981987,0.032386634932171594,8,24.08168895210652,0.8959483583286311,COMPLETE
